patient,probe,beta_val,Gene,Cancer_type
TCGA-B8-A54G,cg13661519,0.9403,HOXA2,KIRC
TCGA-B8-A54H,cg13661519,0.6787,HOXA2,KIRC
TCGA-B8-A54I,cg13661519,0.8782,HOXA2,KIRC
TCGA-B8-A54J,cg13661519,0.7716,HOXA2,KIRC
TCGA-B8-A7U6,cg13661519,0.7247,HOXA2,KIRC
TCGA-B8-A8YJ,cg13661519,0.5282,HOXA2,KIRC
TCGA-BP-4177,cg13661519,0.7344,HOXA2,KIRC
TCGA-BP-4760,cg13661519,0.6908,HOXA2,KIRC
TCGA-BP-4770,cg13661519,0.377,HOXA2,KIRC
TCGA-BP-4782,cg13661519,0.7283,HOXA2,KIRC
TCGA-BP-4795,cg13661519,0.6491,HOXA2,KIRC
TCGA-BP-4801,cg13661519,0.7396,HOXA2,KIRC
TCGA-BP-4993,cg13661519,0.8082,HOXA2,KIRC
TCGA-BP-5010,cg13661519,0.5874,HOXA2,KIRC
TCGA-BP-5168,cg13661519,0.83,HOXA2,KIRC
TCGA-BP-5169,cg13661519,0.9101,HOXA2,KIRC
TCGA-BP-5170,cg13661519,0.7325,HOXA2,KIRC
TCGA-BP-5173,cg13661519,0.7563,HOXA2,KIRC
TCGA-BP-5174,cg13661519,0.7759,HOXA2,KIRC
TCGA-BP-5175,cg13661519,0.7696,HOXA2,KIRC
TCGA-BP-5176,cg13661519,0.7021,HOXA2,KIRC
TCGA-BP-5177,cg13661519,0.7298,HOXA2,KIRC
TCGA-BP-5178,cg13661519,0.8053,HOXA2,KIRC
TCGA-BP-5180,cg13661519,0.9072,HOXA2,KIRC
TCGA-BP-5182,cg13661519,0.7558,HOXA2,KIRC
TCGA-BP-5183,cg13661519,0.9122,HOXA2,KIRC
TCGA-BP-5184,cg13661519,0.7039,HOXA2,KIRC
TCGA-BP-5185,cg13661519,0.8312,HOXA2,KIRC
TCGA-BP-5186,cg13661519,0.5241,HOXA2,KIRC
TCGA-BP-5187,cg13661519,0.7125,HOXA2,KIRC
TCGA-BP-5189,cg13661519,0.7584,HOXA2,KIRC
TCGA-BP-5190,cg13661519,0.7925,HOXA2,KIRC
TCGA-BP-5192,cg13661519,0.7526,HOXA2,KIRC
TCGA-BP-5194,cg13661519,0.7361,HOXA2,KIRC
TCGA-BP-5195,cg13661519,0.7155,HOXA2,KIRC
TCGA-BP-5196,cg13661519,0.7692,HOXA2,KIRC
TCGA-BP-5198,cg13661519,0.8144,HOXA2,KIRC
TCGA-BP-5200,cg13661519,0.8107,HOXA2,KIRC
TCGA-BP-5201,cg13661519,0.8,HOXA2,KIRC
TCGA-BP-5202,cg13661519,0.7404,HOXA2,KIRC
TCGA-CJ-4869,cg13661519,0.8004,HOXA2,KIRC
TCGA-CJ-4882,cg13661519,0.7742,HOXA2,KIRC
TCGA-CJ-4897,cg13661519,0.7831,HOXA2,KIRC
TCGA-CJ-4901,cg13661519,0.8109,HOXA2,KIRC
TCGA-CJ-4902,cg13661519,0.532,HOXA2,KIRC
TCGA-CJ-4903,cg13661519,0.9063,HOXA2,KIRC
TCGA-CJ-4904,cg13661519,0.6458,HOXA2,KIRC
TCGA-CJ-4905,cg13661519,0.656,HOXA2,KIRC
TCGA-CJ-4907,cg13661519,0.7035,HOXA2,KIRC
TCGA-CJ-4908,cg13661519,0.6594,HOXA2,KIRC
TCGA-CJ-4912,cg13661519,0.7588,HOXA2,KIRC
TCGA-CJ-4918,cg13661519,0.4134,HOXA2,KIRC
TCGA-CJ-4920,cg13661519,0.2897,HOXA2,KIRC
TCGA-CJ-5671,cg13661519,0.7865,HOXA2,KIRC
TCGA-CJ-5672,cg13661519,0.8182,HOXA2,KIRC
TCGA-CJ-5676,cg13661519,0.6663,HOXA2,KIRC
TCGA-CJ-5677,cg13661519,0.5268,HOXA2,KIRC
TCGA-CJ-5678,cg13661519,0.917,HOXA2,KIRC
TCGA-CJ-5680,cg13661519,0.814,HOXA2,KIRC
TCGA-CJ-5681,cg13661519,0.5464,HOXA2,KIRC
TCGA-CJ-5682,cg13661519,0.8133,HOXA2,KIRC
TCGA-CJ-5683,cg13661519,0.7832,HOXA2,KIRC
TCGA-CJ-5684,cg13661519,0.7685,HOXA2,KIRC
TCGA-CJ-5686,cg13661519,0.7103,HOXA2,KIRC
TCGA-CJ-5689,cg13661519,0.7092,HOXA2,KIRC
TCGA-CJ-6027,cg13661519,0.8095,HOXA2,KIRC
TCGA-CJ-6028,cg13661519,0.7628,HOXA2,KIRC
TCGA-CJ-6030,cg13661519,0.8482,HOXA2,KIRC
TCGA-CJ-6031,cg13661519,0.6579,HOXA2,KIRC
TCGA-CJ-6032,cg13661519,0.7474,HOXA2,KIRC
TCGA-CJ-6033,cg13661519,0.6515,HOXA2,KIRC
TCGA-CW-5580,cg13661519,0.4692,HOXA2,KIRC
TCGA-CW-5581,cg13661519,0.7183,HOXA2,KIRC
TCGA-CW-5583,cg13661519,0.7755,HOXA2,KIRC
TCGA-CW-5584,cg13661519,0.738,HOXA2,KIRC
TCGA-CW-5585,cg13661519,0.8851,HOXA2,KIRC
TCGA-CW-5587,cg13661519,0.7053,HOXA2,KIRC
TCGA-CW-5588,cg13661519,0.7607,HOXA2,KIRC
TCGA-CW-5589,cg13661519,0.8249,HOXA2,KIRC
TCGA-CW-5591,cg13661519,0.8178,HOXA2,KIRC
TCGA-CW-6087,cg13661519,0.8837,HOXA2,KIRC
TCGA-CW-6088,cg13661519,0.7258,HOXA2,KIRC
TCGA-CW-6090,cg13661519,0.4928,HOXA2,KIRC
TCGA-CW-6093,cg13661519,0.6851,HOXA2,KIRC
TCGA-CW-6097,cg13661519,0.7379,HOXA2,KIRC
TCGA-CZ-4853,cg13661519,0.7969,HOXA2,KIRC
TCGA-CZ-4856,cg13661519,0.5977,HOXA2,KIRC
TCGA-CZ-4859,cg13661519,0.882,HOXA2,KIRC
TCGA-CZ-4863,cg13661519,0.5685,HOXA2,KIRC
TCGA-CZ-4864,cg13661519,0.7875,HOXA2,KIRC
TCGA-CZ-4866,cg13661519,0.8851,HOXA2,KIRC
TCGA-CZ-5451,cg13661519,0.7835,HOXA2,KIRC
TCGA-CZ-5452,cg13661519,0.881,HOXA2,KIRC
TCGA-CZ-5453,cg13661519,0.8528,HOXA2,KIRC
TCGA-CZ-5454,cg13661519,0.9181,HOXA2,KIRC
TCGA-CZ-5455,cg13661519,0.7383,HOXA2,KIRC
TCGA-CZ-5456,cg13661519,0.8734,HOXA2,KIRC
TCGA-CZ-5457,cg13661519,0.7122,HOXA2,KIRC
TCGA-CZ-5458,cg13661519,0.6361,HOXA2,KIRC
TCGA-CZ-5459,cg13661519,0.7741,HOXA2,KIRC
TCGA-CZ-5460,cg13661519,0.8263,HOXA2,KIRC
TCGA-CZ-5461,cg13661519,0.7796,HOXA2,KIRC
TCGA-CZ-5462,cg13661519,0.8503,HOXA2,KIRC
TCGA-CZ-5463,cg13661519,0.3894,HOXA2,KIRC
TCGA-CZ-5464,cg13661519,0.747,HOXA2,KIRC
TCGA-CZ-5465,cg13661519,0.8986,HOXA2,KIRC
TCGA-CZ-5466,cg13661519,0.5699,HOXA2,KIRC
TCGA-CZ-5467,cg13661519,0.7502,HOXA2,KIRC
TCGA-CZ-5468,cg13661519,0.8048,HOXA2,KIRC
TCGA-CZ-5469,cg13661519,0.3267,HOXA2,KIRC
TCGA-CZ-5470,cg13661519,0.8946,HOXA2,KIRC
TCGA-CZ-5982,cg13661519,0.6897,HOXA2,KIRC
TCGA-CZ-5984,cg13661519,0.8316,HOXA2,KIRC
TCGA-CZ-5985,cg13661519,0.8724,HOXA2,KIRC
TCGA-CZ-5986,cg13661519,0.7851,HOXA2,KIRC
TCGA-CZ-5987,cg13661519,0.8966,HOXA2,KIRC
TCGA-CZ-5988,cg13661519,0.6692,HOXA2,KIRC
TCGA-CZ-5989,cg13661519,0.666,HOXA2,KIRC
TCGA-DV-5565,cg13661519,0.4232,HOXA2,KIRC
TCGA-DV-5566,cg13661519,0.5247,HOXA2,KIRC
TCGA-DV-5567,cg13661519,0.7296,HOXA2,KIRC
TCGA-DV-5569,cg13661519,0.6821,HOXA2,KIRC
TCGA-DV-5574,cg13661519,0.7424,HOXA2,KIRC
TCGA-DV-5575,cg13661519,0.7689,HOXA2,KIRC
TCGA-DV-5576,cg13661519,0.4446,HOXA2,KIRC
TCGA-DV-A4VX,cg13661519,0.8759,HOXA2,KIRC
TCGA-DV-A4VZ,cg13661519,0.7698,HOXA2,KIRC
TCGA-DV-A4W0,cg13661519,0.7716,HOXA2,KIRC
TCGA-EU-5904,cg13661519,0.7217,HOXA2,KIRC
TCGA-EU-5905,cg13661519,0.7446,HOXA2,KIRC
TCGA-EU-5906,cg13661519,0.6555,HOXA2,KIRC
TCGA-EU-5907,cg13661519,0.916,HOXA2,KIRC
TCGA-G6-A5PC,cg13661519,0.5546,HOXA2,KIRC
TCGA-G6-A8L6,cg13661519,0.6891,HOXA2,KIRC
TCGA-G6-A8L7,cg13661519,0.7991,HOXA2,KIRC
TCGA-G6-A8L8,cg13661519,0.7653,HOXA2,KIRC
TCGA-GK-A6C7,cg13661519,0.6646,HOXA2,KIRC
TCGA-MM-A563,cg13661519,0.6949,HOXA2,KIRC
TCGA-MM-A564,cg13661519,0.7084,HOXA2,KIRC
TCGA-MM-A84U,cg13661519,0.8586,HOXA2,KIRC
TCGA-MW-A4EC,cg13661519,0.711,HOXA2,KIRC
TCGA-T7-A92I,cg13661519,0.9278,HOXA2,KIRC
TCGA-3Z-A93Z,cg21464565,0.6809,HOXA2,KIRC
TCGA-6D-AA2E,cg21464565,0.873,HOXA2,KIRC
TCGA-A3-3357,cg21464565,0.8715,HOXA2,KIRC
TCGA-A3-3358,cg21464565,0.8362,HOXA2,KIRC
TCGA-A3-3367,cg21464565,0.5514,HOXA2,KIRC
TCGA-A3-3370,cg21464565,0.7759,HOXA2,KIRC
TCGA-A3-3373,cg21464565,0.8092,HOXA2,KIRC
TCGA-A3-3376,cg21464565,0.5247,HOXA2,KIRC
TCGA-A3-3387,cg21464565,0.669,HOXA2,KIRC
TCGA-A3-A6NI,cg21464565,0.6108,HOXA2,KIRC
TCGA-A3-A6NJ,cg21464565,0.6584,HOXA2,KIRC
TCGA-A3-A6NL,cg21464565,0.7244,HOXA2,KIRC
TCGA-A3-A6NN,cg21464565,0.82,HOXA2,KIRC
TCGA-A3-A8CQ,cg21464565,0.3766,HOXA2,KIRC
TCGA-A3-A8OU,cg21464565,0.6343,HOXA2,KIRC
TCGA-A3-A8OV,cg21464565,0.7582,HOXA2,KIRC
TCGA-A3-A8OW,cg21464565,0.5069,HOXA2,KIRC
TCGA-A3-A8OX,cg21464565,0.719,HOXA2,KIRC
TCGA-AK-3428,cg21464565,0.8412,HOXA2,KIRC
TCGA-AK-3431,cg21464565,0.7685,HOXA2,KIRC
TCGA-AK-3433,cg21464565,0.1577,HOXA2,KIRC
TCGA-AK-3434,cg21464565,0.8424,HOXA2,KIRC
TCGA-AK-3440,cg21464565,0.9011,HOXA2,KIRC
TCGA-AK-3445,cg21464565,0.8594,HOXA2,KIRC
TCGA-AK-3450,cg21464565,0.6371,HOXA2,KIRC
TCGA-AK-3454,cg21464565,0.7982,HOXA2,KIRC
TCGA-AK-3458,cg21464565,0.6248,HOXA2,KIRC
TCGA-AK-3460,cg21464565,0.8611,HOXA2,KIRC
TCGA-AK-3461,cg21464565,0.8086,HOXA2,KIRC
TCGA-B0-4688,cg21464565,0.8875,HOXA2,KIRC
TCGA-B0-4690,cg21464565,0.6861,HOXA2,KIRC
TCGA-B0-4693,cg21464565,0.8934,HOXA2,KIRC
TCGA-B0-4694,cg21464565,0.5327,HOXA2,KIRC
TCGA-B0-4697,cg21464565,0.8836,HOXA2,KIRC
TCGA-B0-4698,cg21464565,0.8863,HOXA2,KIRC
TCGA-B0-4699,cg21464565,0.9126,HOXA2,KIRC
TCGA-B0-4700,cg21464565,0.7195,HOXA2,KIRC
TCGA-B0-4701,cg21464565,0.755,HOXA2,KIRC
TCGA-B0-4703,cg21464565,0.6548,HOXA2,KIRC
TCGA-B0-4706,cg21464565,0.7778,HOXA2,KIRC
TCGA-B0-4707,cg21464565,0.5143,HOXA2,KIRC
TCGA-B0-4710,cg21464565,0.781,HOXA2,KIRC
TCGA-B0-4712,cg21464565,0.8408,HOXA2,KIRC
TCGA-B0-4713,cg21464565,0.7223,HOXA2,KIRC
TCGA-B0-4714,cg21464565,0.8532,HOXA2,KIRC
TCGA-B0-4718,cg21464565,0.8942,HOXA2,KIRC
TCGA-B0-4810,cg21464565,0.8249,HOXA2,KIRC
TCGA-B0-4813,cg21464565,0.8982,HOXA2,KIRC
TCGA-B0-4814,cg21464565,0.8272,HOXA2,KIRC
TCGA-B0-4816,cg21464565,0.8198,HOXA2,KIRC
TCGA-B0-4818,cg21464565,0.7923,HOXA2,KIRC
TCGA-B0-4819,cg21464565,0.8551,HOXA2,KIRC
TCGA-B0-4821,cg21464565,0.7586,HOXA2,KIRC
TCGA-B0-4822,cg21464565,0.5338,HOXA2,KIRC
TCGA-B0-4823,cg21464565,0.6189,HOXA2,KIRC
TCGA-B0-4824,cg21464565,0.8417,HOXA2,KIRC
TCGA-B0-4827,cg21464565,0.8343,HOXA2,KIRC
TCGA-B0-4842,cg21464565,0.859,HOXA2,KIRC
TCGA-B0-4843,cg21464565,0.7666,HOXA2,KIRC
TCGA-B0-4844,cg21464565,0.8821,HOXA2,KIRC
TCGA-B0-4845,cg21464565,0.8955,HOXA2,KIRC
TCGA-B0-4846,cg21464565,0.7292,HOXA2,KIRC
TCGA-B0-4848,cg21464565,0.7921,HOXA2,KIRC
TCGA-B0-4849,cg21464565,0.6609,HOXA2,KIRC
TCGA-B0-4852,cg21464565,0.8087,HOXA2,KIRC
TCGA-B0-4945,cg21464565,0.6478,HOXA2,KIRC
TCGA-B0-5080,cg21464565,0.7434,HOXA2,KIRC
TCGA-B0-5083,cg21464565,0.6374,HOXA2,KIRC
TCGA-B0-5095,cg21464565,0.4761,HOXA2,KIRC
TCGA-B0-5097,cg21464565,0.7103,HOXA2,KIRC
TCGA-B0-5098,cg21464565,0.312,HOXA2,KIRC
TCGA-B0-5099,cg21464565,0.2241,HOXA2,KIRC
TCGA-B0-5102,cg21464565,0.4958,HOXA2,KIRC
TCGA-B0-5104,cg21464565,0.6079,HOXA2,KIRC
TCGA-B0-5106,cg21464565,0.8373,HOXA2,KIRC
TCGA-B0-5108,cg21464565,0.6944,HOXA2,KIRC
TCGA-B0-5110,cg21464565,0.7774,HOXA2,KIRC
TCGA-B0-5113,cg21464565,0.785,HOXA2,KIRC
TCGA-B0-5115,cg21464565,0.8872,HOXA2,KIRC
TCGA-B0-5116,cg21464565,0.6057,HOXA2,KIRC
TCGA-B0-5117,cg21464565,0.8618,HOXA2,KIRC
TCGA-B0-5119,cg21464565,0.8616,HOXA2,KIRC
TCGA-B0-5120,cg21464565,0.7926,HOXA2,KIRC
TCGA-B0-5121,cg21464565,0.6455,HOXA2,KIRC
TCGA-B0-5399,cg21464565,0.8901,HOXA2,KIRC
TCGA-B0-5400,cg21464565,0.8362,HOXA2,KIRC
TCGA-B0-5402,cg21464565,0.5324,HOXA2,KIRC
TCGA-B0-5690,cg21464565,0.7532,HOXA2,KIRC
TCGA-B0-5691,cg21464565,0.548,HOXA2,KIRC
TCGA-B0-5692,cg21464565,0.7147,HOXA2,KIRC
TCGA-B0-5693,cg21464565,0.5608,HOXA2,KIRC
TCGA-B0-5694,cg21464565,0.8261,HOXA2,KIRC
TCGA-B0-5695,cg21464565,0.5978,HOXA2,KIRC
TCGA-B0-5696,cg21464565,0.664,HOXA2,KIRC
TCGA-B0-5697,cg21464565,0.8349,HOXA2,KIRC
TCGA-B0-5698,cg21464565,0.6926,HOXA2,KIRC
TCGA-B0-5699,cg21464565,0.715,HOXA2,KIRC
TCGA-B0-5701,cg21464565,0.8028,HOXA2,KIRC
TCGA-B0-5702,cg21464565,0.5417,HOXA2,KIRC
TCGA-B0-5703,cg21464565,0.8564,HOXA2,KIRC
TCGA-B0-5705,cg21464565,0.6135,HOXA2,KIRC
TCGA-B0-5706,cg21464565,0.6434,HOXA2,KIRC
TCGA-B0-5707,cg21464565,0.8984,HOXA2,KIRC
TCGA-B0-5709,cg21464565,0.7042,HOXA2,KIRC
TCGA-B0-5710,cg21464565,0.7567,HOXA2,KIRC
TCGA-B0-5711,cg21464565,0.618,HOXA2,KIRC
TCGA-B0-5712,cg21464565,0.8666,HOXA2,KIRC
TCGA-B0-5713,cg21464565,0.8295,HOXA2,KIRC
TCGA-B0-5812,cg21464565,0.8321,HOXA2,KIRC
TCGA-B2-4101,cg21464565,0.8305,HOXA2,KIRC
TCGA-B2-5639,cg21464565,0.8352,HOXA2,KIRC
TCGA-B2-5641,cg21464565,0.7823,HOXA2,KIRC
TCGA-B2-A4SR,cg21464565,0.5763,HOXA2,KIRC
TCGA-B4-5377,cg21464565,0.8265,HOXA2,KIRC
TCGA-B4-5378,cg21464565,0.8154,HOXA2,KIRC
TCGA-B4-5832,cg21464565,0.8296,HOXA2,KIRC
TCGA-B4-5834,cg21464565,0.5929,HOXA2,KIRC
TCGA-B4-5835,cg21464565,0.8281,HOXA2,KIRC
TCGA-B4-5836,cg21464565,0.7814,HOXA2,KIRC
TCGA-B4-5838,cg21464565,0.7342,HOXA2,KIRC
TCGA-B4-5843,cg21464565,0.6239,HOXA2,KIRC
TCGA-B4-5844,cg21464565,0.7903,HOXA2,KIRC
TCGA-B8-4146,cg21464565,0.6623,HOXA2,KIRC
TCGA-B8-4153,cg21464565,0.666,HOXA2,KIRC
TCGA-B8-4621,cg21464565,0.8729,HOXA2,KIRC
TCGA-B8-5158,cg21464565,0.8953,HOXA2,KIRC
TCGA-B8-5159,cg21464565,0.8741,HOXA2,KIRC
TCGA-B8-5162,cg21464565,0.8389,HOXA2,KIRC
TCGA-B8-5163,cg21464565,0.8139,HOXA2,KIRC
TCGA-B8-5164,cg21464565,0.8167,HOXA2,KIRC
TCGA-B8-5165,cg21464565,0.6411,HOXA2,KIRC
TCGA-B8-5545,cg21464565,0.7662,HOXA2,KIRC
TCGA-B8-5546,cg21464565,0.6943,HOXA2,KIRC
TCGA-B8-5549,cg21464565,0.8138,HOXA2,KIRC
TCGA-B8-5550,cg21464565,0.7385,HOXA2,KIRC
TCGA-B8-5551,cg21464565,0.8363,HOXA2,KIRC
TCGA-B8-5552,cg21464565,0.5861,HOXA2,KIRC
TCGA-B8-5553,cg21464565,0.7325,HOXA2,KIRC
TCGA-B8-A54F,cg21464565,0.8134,HOXA2,KIRC
TCGA-B8-A54G,cg21464565,0.9239,HOXA2,KIRC
TCGA-B8-A54H,cg21464565,0.7239,HOXA2,KIRC
TCGA-B8-A54I,cg21464565,0.8396,HOXA2,KIRC
TCGA-B8-A54J,cg21464565,0.7928,HOXA2,KIRC
TCGA-B8-A7U6,cg21464565,0.8145,HOXA2,KIRC
TCGA-B8-A8YJ,cg21464565,0.599,HOXA2,KIRC
TCGA-BP-4177,cg21464565,0.6748,HOXA2,KIRC
TCGA-BP-4760,cg21464565,0.8208,HOXA2,KIRC
TCGA-BP-4770,cg21464565,0.4762,HOXA2,KIRC
TCGA-BP-4782,cg21464565,0.8134,HOXA2,KIRC
TCGA-BP-4795,cg21464565,0.7032,HOXA2,KIRC
TCGA-BP-4801,cg21464565,0.7861,HOXA2,KIRC
TCGA-BP-4993,cg21464565,0.8346,HOXA2,KIRC
TCGA-BP-5010,cg21464565,0.7171,HOXA2,KIRC
TCGA-BP-5168,cg21464565,0.8683,HOXA2,KIRC
TCGA-BP-5169,cg21464565,0.8987,HOXA2,KIRC
TCGA-BP-5170,cg21464565,0.803,HOXA2,KIRC
TCGA-BP-5173,cg21464565,0.7368,HOXA2,KIRC
TCGA-BP-5174,cg21464565,0.9033,HOXA2,KIRC
TCGA-BP-5175,cg21464565,0.7045,HOXA2,KIRC
TCGA-BP-5176,cg21464565,0.812,HOXA2,KIRC
TCGA-BP-5177,cg21464565,0.655,HOXA2,KIRC
TCGA-BP-5178,cg21464565,0.8299,HOXA2,KIRC
TCGA-BP-5180,cg21464565,0.8981,HOXA2,KIRC
TCGA-BP-5182,cg21464565,0.7625,HOXA2,KIRC
TCGA-BP-5183,cg21464565,0.7576,HOXA2,KIRC
TCGA-BP-5184,cg21464565,0.674,HOXA2,KIRC
TCGA-BP-5185,cg21464565,0.8812,HOXA2,KIRC
TCGA-BP-5186,cg21464565,0.6148,HOXA2,KIRC
TCGA-BP-5187,cg21464565,0.7912,HOXA2,KIRC
TCGA-BP-5189,cg21464565,0.7932,HOXA2,KIRC
TCGA-BP-5190,cg21464565,0.8424,HOXA2,KIRC
TCGA-BP-5192,cg21464565,0.793,HOXA2,KIRC
TCGA-BP-5194,cg21464565,0.3935,HOXA2,KIRC
TCGA-BP-5195,cg21464565,0.7704,HOXA2,KIRC
TCGA-BP-5196,cg21464565,0.8582,HOXA2,KIRC
TCGA-BP-5198,cg21464565,0.7868,HOXA2,KIRC
TCGA-BP-5200,cg21464565,0.7249,HOXA2,KIRC
TCGA-BP-5201,cg21464565,0.8249,HOXA2,KIRC
TCGA-BP-5202,cg21464565,0.7822,HOXA2,KIRC
TCGA-CJ-4869,cg21464565,0.7294,HOXA2,KIRC
TCGA-CJ-4882,cg21464565,0.7648,HOXA2,KIRC
TCGA-CJ-4897,cg21464565,0.685,HOXA2,KIRC
TCGA-CJ-4901,cg21464565,0.8296,HOXA2,KIRC
TCGA-CJ-4902,cg21464565,0.5513,HOXA2,KIRC
TCGA-CJ-4903,cg21464565,0.7813,HOXA2,KIRC
TCGA-CJ-4904,cg21464565,0.7375,HOXA2,KIRC
TCGA-CJ-4905,cg21464565,0.7348,HOXA2,KIRC
TCGA-CJ-4907,cg21464565,0.7705,HOXA2,KIRC
TCGA-CJ-4908,cg21464565,0.6954,HOXA2,KIRC
TCGA-CJ-4912,cg21464565,0.7869,HOXA2,KIRC
TCGA-CJ-4918,cg21464565,0.5428,HOXA2,KIRC
TCGA-CJ-4920,cg21464565,0.4084,HOXA2,KIRC
TCGA-CJ-5671,cg21464565,0.8311,HOXA2,KIRC
TCGA-CJ-5672,cg21464565,0.6725,HOXA2,KIRC
TCGA-CJ-5676,cg21464565,0.7932,HOXA2,KIRC
TCGA-CJ-5677,cg21464565,0.6469,HOXA2,KIRC
TCGA-CJ-5678,cg21464565,0.8244,HOXA2,KIRC
TCGA-CJ-5680,cg21464565,0.8075,HOXA2,KIRC
TCGA-CJ-5681,cg21464565,0.6284,HOXA2,KIRC
TCGA-CJ-5682,cg21464565,0.8292,HOXA2,KIRC
TCGA-CJ-5683,cg21464565,0.8238,HOXA2,KIRC
TCGA-CJ-5684,cg21464565,0.8189,HOXA2,KIRC
TCGA-CJ-5686,cg21464565,0.7261,HOXA2,KIRC
TCGA-CJ-5689,cg21464565,0.8108,HOXA2,KIRC
TCGA-CJ-6027,cg21464565,0.8356,HOXA2,KIRC
TCGA-CJ-6028,cg21464565,0.8134,HOXA2,KIRC
TCGA-CJ-6030,cg21464565,0.8015,HOXA2,KIRC
TCGA-CJ-6031,cg21464565,0.6673,HOXA2,KIRC
TCGA-CJ-6032,cg21464565,0.8268,HOXA2,KIRC
TCGA-CJ-6033,cg21464565,0.7075,HOXA2,KIRC
TCGA-CW-5580,cg21464565,0.5718,HOXA2,KIRC
TCGA-CW-5581,cg21464565,0.7903,HOXA2,KIRC
TCGA-CW-5583,cg21464565,0.8301,HOXA2,KIRC
TCGA-CW-5584,cg21464565,0.8467,HOXA2,KIRC
TCGA-CW-5585,cg21464565,0.8526,HOXA2,KIRC
TCGA-CW-5587,cg21464565,0.718,HOXA2,KIRC
TCGA-CW-5588,cg21464565,0.8045,HOXA2,KIRC
TCGA-CW-5589,cg21464565,0.7993,HOXA2,KIRC
TCGA-CW-5591,cg21464565,0.8111,HOXA2,KIRC
TCGA-CW-6087,cg21464565,0.8886,HOXA2,KIRC
TCGA-CW-6088,cg21464565,0.7329,HOXA2,KIRC
TCGA-CW-6090,cg21464565,0.565,HOXA2,KIRC
TCGA-CW-6093,cg21464565,0.7721,HOXA2,KIRC
TCGA-CW-6097,cg21464565,0.8281,HOXA2,KIRC
TCGA-CZ-4853,cg21464565,0.8928,HOXA2,KIRC
TCGA-CZ-4856,cg21464565,0.6549,HOXA2,KIRC
TCGA-CZ-4859,cg21464565,0.7938,HOXA2,KIRC
TCGA-CZ-4863,cg21464565,0.6607,HOXA2,KIRC
TCGA-CZ-4864,cg21464565,0.7492,HOXA2,KIRC
TCGA-CZ-4866,cg21464565,0.8833,HOXA2,KIRC
TCGA-CZ-5451,cg21464565,0.8421,HOXA2,KIRC
TCGA-CZ-5452,cg21464565,0.8609,HOXA2,KIRC
TCGA-CZ-5453,cg21464565,0.8533,HOXA2,KIRC
TCGA-CZ-5454,cg21464565,0.909,HOXA2,KIRC
TCGA-CZ-5455,cg21464565,0.8246,HOXA2,KIRC
TCGA-CZ-5456,cg21464565,0.9067,HOXA2,KIRC
TCGA-CZ-5457,cg21464565,0.7585,HOXA2,KIRC
TCGA-CZ-5458,cg21464565,0.5991,HOXA2,KIRC
TCGA-CZ-5459,cg21464565,0.7463,HOXA2,KIRC
TCGA-CZ-5460,cg21464565,0.8461,HOXA2,KIRC
TCGA-CZ-5461,cg21464565,0.779,HOXA2,KIRC
TCGA-CZ-5462,cg21464565,0.881,HOXA2,KIRC
TCGA-CZ-5463,cg21464565,0.3738,HOXA2,KIRC
TCGA-CZ-5464,cg21464565,0.5365,HOXA2,KIRC
TCGA-CZ-5465,cg21464565,0.92,HOXA2,KIRC
TCGA-CZ-5466,cg21464565,0.6356,HOXA2,KIRC
TCGA-CZ-5467,cg21464565,0.7849,HOXA2,KIRC
TCGA-CZ-5468,cg21464565,0.8164,HOXA2,KIRC
TCGA-CZ-5469,cg21464565,0.4334,HOXA2,KIRC
TCGA-CZ-5470,cg21464565,0.7667,HOXA2,KIRC
TCGA-CZ-5982,cg21464565,0.8078,HOXA2,KIRC
TCGA-CZ-5984,cg21464565,0.8462,HOXA2,KIRC
TCGA-CZ-5985,cg21464565,0.8608,HOXA2,KIRC
TCGA-CZ-5986,cg21464565,0.8666,HOXA2,KIRC
TCGA-CZ-5987,cg21464565,0.8636,HOXA2,KIRC
TCGA-CZ-5988,cg21464565,0.6316,HOXA2,KIRC
TCGA-CZ-5989,cg21464565,0.8019,HOXA2,KIRC
TCGA-DV-5565,cg21464565,0.4885,HOXA2,KIRC
TCGA-DV-5566,cg21464565,0.5832,HOXA2,KIRC
TCGA-DV-5567,cg21464565,0.8449,HOXA2,KIRC
TCGA-DV-5569,cg21464565,0.7048,HOXA2,KIRC
TCGA-DV-5574,cg21464565,0.6759,HOXA2,KIRC
TCGA-DV-5575,cg21464565,0.6763,HOXA2,KIRC
TCGA-DV-5576,cg21464565,0.5172,HOXA2,KIRC
TCGA-DV-A4VX,cg21464565,0.8954,HOXA2,KIRC
TCGA-DV-A4VZ,cg21464565,0.8357,HOXA2,KIRC
TCGA-DV-A4W0,cg21464565,0.8083,HOXA2,KIRC
TCGA-EU-5904,cg21464565,0.7817,HOXA2,KIRC
TCGA-EU-5905,cg21464565,0.8677,HOXA2,KIRC
TCGA-EU-5906,cg21464565,0.687,HOXA2,KIRC
TCGA-EU-5907,cg21464565,0.7328,HOXA2,KIRC
TCGA-G6-A5PC,cg21464565,0.6418,HOXA2,KIRC
TCGA-G6-A8L6,cg21464565,0.7794,HOXA2,KIRC
TCGA-G6-A8L7,cg21464565,0.9062,HOXA2,KIRC
TCGA-G6-A8L8,cg21464565,0.8044,HOXA2,KIRC
TCGA-GK-A6C7,cg21464565,0.7431,HOXA2,KIRC
